site,timestamp,url
B,2011-03-11T19:00:54,https://gong2.nso.edu/HA/haf/201103/20110311/20110311190054Bh.fits.fz
B,2011-03-11T20:00:54,https://gong2.nso.edu/HA/haf/201103/20110311/20110311200054Bh.fits.fz
B,2011-03-11T21:00:54,https://gong2.nso.edu/HA/haf/201103/20110311/20110311210054Bh.fits.fz
B,2011-03-11T22:00:54,https://gong2.nso.edu/HA/haf/201103/20110311/20110311220054Bh.fits.fz
B,2011-03-11T23:00:54,https://gong2.nso.edu/HA/haf/201103/20110311/20110311230054Bh.fits.fz
B,2011-03-14T00:00:54,https://gong2.nso.edu/HA/haf/201103/20110314/20110314000054Bh.fits.fz
B,2011-03-14T16:00:54,https://gong2.nso.edu/HA/haf/201103/20110314/20110314160054Bh.fits.fz
B,2011-03-14T17:00:54,https://gong2.nso.edu/HA/haf/201103/20110314/20110314170054Bh.fits.fz
B,2011-03-14T18:00:54,https://gong2.nso.edu/HA/haf/201103/20110314/20110314180054Bh.fits.fz
B,2011-03-14T19:00:54,https://gong2.nso.edu/HA/haf/201103/20110314/20110314190054Bh.fits.fz
B,2011-03-14T20:00:54,https://gong2.nso.edu/HA/haf/201103/20110314/20110314200054Bh.fits.fz
B,2011-03-14T21:08:54,https://gong2.nso.edu/HA/haf/201103/20110314/20110314210854Bh.fits.fz
B,2011-03-14T23:15:54,https://gong2.nso.edu/HA/haf/201103/20110314/20110314231554Bh.fits.fz
B,2011-03-17T00:00:54,https://gong2.nso.edu/HA/haf/201103/20110317/20110317000054Bh.fits.fz
B,2011-03-17T17:05:54,https://gong2.nso.edu/HA/haf/201103/20110317/20110317170554Bh.fits.fz
B,2011-03-23T00:00:54,https://gong2.nso.edu/HA/haf/201103/20110323/20110323000054Bh.fits.fz
B,2011-03-23T01:00:54,https://gong2.nso.edu/HA/haf/201103/20110323/20110323010054Bh.fits.fz
B,2011-03-23T15:00:54,https://gong2.nso.edu/HA/haf/201103/20110323/20110323150054Bh.fits.fz
B,2011-03-23T16:00:54,https://gong2.nso.edu/HA/haf/201103/20110323/20110323160054Bh.fits.fz
B,2011-03-23T17:00:54,https://gong2.nso.edu/HA/haf/201103/20110323/20110323170054Bh.fits.fz
B,2011-03-23T18:00:54,https://gong2.nso.edu/HA/haf/201103/20110323/20110323180054Bh.fits.fz
B,2011-03-23T19:00:54,https://gong2.nso.edu/HA/haf/201103/20110323/20110323190054Bh.fits.fz
B,2011-03-23T20:00:54,https://gong2.nso.edu/HA/haf/201103/20110323/20110323200054Bh.fits.fz
B,2011-03-23T21:00:54,https://gong2.nso.edu/HA/haf/201103/20110323/20110323210054Bh.fits.fz
B,2011-03-23T22:00:54,https://gong2.nso.edu/HA/haf/201103/20110323/20110323220054Bh.fits.fz
B,2011-03-23T23:04:54,https://gong2.nso.edu/HA/haf/201103/20110323/20110323230454Bh.fits.fz
B,2011-03-26T00:00:54,https://gong2.nso.edu/HA/haf/201103/20110326/20110326000054Bh.fits.fz
B,2011-03-26T01:00:54,https://gong2.nso.edu/HA/haf/201103/20110326/20110326010054Bh.fits.fz
B,2011-03-26T15:00:54,https://gong2.nso.edu/HA/haf/201103/20110326/20110326150054Bh.fits.fz
B,2011-03-26T16:00:54,https://gong2.nso.edu/HA/haf/201103/20110326/20110326160054Bh.fits.fz
B,2011-03-26T17:00:54,https://gong2.nso.edu/HA/haf/201103/20110326/20110326170054Bh.fits.fz
B,2011-03-26T18:00:54,https://gong2.nso.edu/HA/haf/201103/20110326/20110326180054Bh.fits.fz
B,2011-03-26T19:00:54,https://gong2.nso.edu/HA/haf/201103/20110326/20110326190054Bh.fits.fz
B,2011-03-26T20:00:54,https://gong2.nso.edu/HA/haf/201103/20110326/20110326200054Bh.fits.fz
B,2011-03-26T21:00:54,https://gong2.nso.edu/HA/haf/201103/20110326/20110326210054Bh.fits.fz
B,2011-03-26T22:00:54,https://gong2.nso.edu/HA/haf/201103/20110326/20110326220054Bh.fits.fz
B,2011-03-29T00:00:54,https://gong2.nso.edu/HA/haf/201103/20110329/20110329000054Bh.fits.fz
B,2011-03-29T01:00:54,https://gong2.nso.edu/HA/haf/201103/20110329/20110329010054Bh.fits.fz
B,2011-03-29T15:00:54,https://gong2.nso.edu/HA/haf/201103/20110329/20110329150054Bh.fits.fz
B,2011-03-29T16:00:54,https://gong2.nso.edu/HA/haf/201103/20110329/20110329160054Bh.fits.fz
B,2011-03-29T17:00:54,https://gong2.nso.edu/HA/haf/201103/20110329/20110329170054Bh.fits.fz
B,2011-03-29T18:00:54,https://gong2.nso.edu/HA/haf/201103/20110329/20110329180054Bh.fits.fz
B,2011-03-29T19:00:54,https://gong2.nso.edu/HA/haf/201103/20110329/20110329190054Bh.fits.fz
B,2011-03-29T20:00:54,https://gong2.nso.edu/HA/haf/201103/20110329/20110329200054Bh.fits.fz
B,2011-03-29T21:00:54,https://gong2.nso.edu/HA/haf/201103/20110329/20110329210054Bh.fits.fz
B,2011-03-29T22:02:54,https://gong2.nso.edu/HA/haf/201103/20110329/20110329220254Bh.fits.fz
B,2011-03-29T23:00:54,https://gong2.nso.edu/HA/haf/201103/20110329/20110329230054Bh.fits.fz
B,2011-04-01T00:00:54,https://gong2.nso.edu/HA/haf/201104/20110401/20110401000054Bh.fits.fz
B,2011-04-01T01:00:54,https://gong2.nso.edu/HA/haf/201104/20110401/20110401010054Bh.fits.fz
B,2011-04-01T15:00:54,https://gong2.nso.edu/HA/haf/201104/20110401/20110401150054Bh.fits.fz
B,2011-04-01T16:00:54,https://gong2.nso.edu/HA/haf/201104/20110401/20110401160054Bh.fits.fz
B,2011-04-01T17:00:54,https://gong2.nso.edu/HA/haf/201104/20110401/20110401170054Bh.fits.fz
B,2011-04-01T18:00:54,https://gong2.nso.edu/HA/haf/201104/20110401/20110401180054Bh.fits.fz
B,2011-04-01T19:00:54,https://gong2.nso.edu/HA/haf/201104/20110401/20110401190054Bh.fits.fz
B,2011-04-01T20:00:54,https://gong2.nso.edu/HA/haf/201104/20110401/20110401200054Bh.fits.fz
B,2011-04-01T21:00:54,https://gong2.nso.edu/HA/haf/201104/20110401/20110401210054Bh.fits.fz
B,2011-04-01T22:00:54,https://gong2.nso.edu/HA/haf/201104/20110401/20110401220054Bh.fits.fz
B,2011-04-01T23:00:54,https://gong2.nso.edu/HA/haf/201104/20110401/20110401230054Bh.fits.fz
B,2011-04-04T00:00:54,https://gong2.nso.edu/HA/haf/201104/20110404/20110404000054Bh.fits.fz
B,2011-04-04T01:00:54,https://gong2.nso.edu/HA/haf/201104/20110404/20110404010054Bh.fits.fz
B,2011-04-04T15:00:54,https://gong2.nso.edu/HA/haf/201104/20110404/20110404150054Bh.fits.fz
B,2011-04-04T16:00:54,https://gong2.nso.edu/HA/haf/201104/20110404/20110404160054Bh.fits.fz
B,2011-04-04T17:00:54,https://gong2.nso.edu/HA/haf/201104/20110404/20110404170054Bh.fits.fz
B,2011-04-04T18:00:54,https://gong2.nso.edu/HA/haf/201104/20110404/20110404180054Bh.fits.fz
B,2011-04-04T19:00:54,https://gong2.nso.edu/HA/haf/201104/20110404/20110404190054Bh.fits.fz
B,2011-04-04T20:00:54,https://gong2.nso.edu/HA/haf/201104/20110404/20110404200054Bh.fits.fz
B,2011-04-04T21:00:54,https://gong2.nso.edu/HA/haf/201104/20110404/20110404210054Bh.fits.fz
B,2011-04-04T22:00:54,https://gong2.nso.edu/HA/haf/201104/20110404/20110404220054Bh.fits.fz
B,2011-04-04T23:00:54,https://gong2.nso.edu/HA/haf/201104/20110404/20110404230054Bh.fits.fz
B,2011-04-07T00:02:54,https://gong2.nso.edu/HA/haf/201104/20110407/20110407000254Bh.fits.fz
B,2011-04-07T01:00:54,https://gong2.nso.edu/HA/haf/201104/20110407/20110407010054Bh.fits.fz
B,2011-04-07T15:00:54,https://gong2.nso.edu/HA/haf/201104/20110407/20110407150054Bh.fits.fz
B,2011-04-07T16:00:54,https://gong2.nso.edu/HA/haf/201104/20110407/20110407160054Bh.fits.fz
B,2011-04-07T17:00:54,https://gong2.nso.edu/HA/haf/201104/20110407/20110407170054Bh.fits.fz
B,2011-04-07T18:00:54,https://gong2.nso.edu/HA/haf/201104/20110407/20110407180054Bh.fits.fz
B,2011-04-07T20:06:54,https://gong2.nso.edu/HA/haf/201104/20110407/20110407200654Bh.fits.fz
B,2011-04-10T00:07:54,https://gong2.nso.edu/HA/haf/201104/20110410/20110410000754Bh.fits.fz
B,2011-04-10T14:16:54,https://gong2.nso.edu/HA/haf/201104/20110410/20110410141654Bh.fits.fz
B,2011-04-10T15:00:54,https://gong2.nso.edu/HA/haf/201104/20110410/20110410150054Bh.fits.fz
B,2011-04-10T16:00:54,https://gong2.nso.edu/HA/haf/201104/20110410/20110410160054Bh.fits.fz
B,2011-04-10T17:00:54,https://gong2.nso.edu/HA/haf/201104/20110410/20110410170054Bh.fits.fz
B,2011-04-10T18:00:54,https://gong2.nso.edu/HA/haf/201104/20110410/20110410180054Bh.fits.fz
B,2011-04-10T19:00:54,https://gong2.nso.edu/HA/haf/201104/20110410/20110410190054Bh.fits.fz
B,2011-04-10T20:00:54,https://gong2.nso.edu/HA/haf/201104/20110410/20110410200054Bh.fits.fz
B,2011-04-10T21:00:54,https://gong2.nso.edu/HA/haf/201104/20110410/20110410210054Bh.fits.fz
B,2011-04-10T22:00:54,https://gong2.nso.edu/HA/haf/201104/20110410/20110410220054Bh.fits.fz
B,2011-04-10T23:00:54,https://gong2.nso.edu/HA/haf/201104/20110410/20110410230054Bh.fits.fz
B,2011-04-13T00:00:54,https://gong2.nso.edu/HA/haf/201104/20110413/20110413000054Bh.fits.fz
